LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,CentralAir,Electrical,Functional,PavedDrive,SaleType,SaleCondition,MSSubClass,HeatingQC,KitchenQual,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,GarageYrBlt,Fence
43.0,10667.0,1996.0,1996.0,0.0,385.0,70.0,799.0,827.0,834.0,1661.0,6.0,550.0,158.0,61.0,0.0,RL,IR2,Lvl,CulDSac,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,ConLw,Normal,60,Ex,Gd,7,6,1,2,1,3,1,1,2,Gd,TA,Av,GLQ,ALQ,Attchd,RFn,TA,TA,NoAlley,TA,1996.0,NoFence
40.0,4400.0,1920.0,1950.0,0.0,0.0,648.0,648.0,734.0,384.0,1118.0,6.0,440.0,0.0,0.0,0.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,GasA,Y,FuseA,Typ,Y,WD,Normal,50,TA,TA,6,8,0,1,0,2,1,0,2,Fa,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1990.0,NoFence
50.0,6000.0,1926.0,2004.0,0.0,0.0,884.0,884.0,904.0,0.0,904.0,4.0,180.0,0.0,0.0,105.0,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,45,Gd,TA,6,7,0,1,0,2,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1926.0,NoFence
40.0,4280.0,1913.0,2002.0,0.0,365.0,75.0,440.0,694.0,0.0,694.0,4.0,352.0,0.0,0.0,34.0,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,GasA,N,SBrkr,Typ,P,WD,Normal,30,TA,Gd,5,6,0,1,0,2,1,1,1,TA,TA,No,LwQ,Unf,Detchd,Unf,Gd,TA,NoAlley,Gd,1990.0,MnPrv
67.0,12354.0,1920.0,2000.0,0.0,0.0,684.0,684.0,684.0,512.0,1196.0,7.0,528.0,0.0,46.0,0.0,RL,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,ConLI,Normal,50,Gd,Gd,6,8,0,1,0,3,1,0,2,TA,Fa,Mn,Unf,Unf,Detchd,Unf,TA,TA,Grvl,NoFireplace,2005.0,GdPrv
105.0,15431.0,2008.0,2008.0,200.0,1767.0,788.0,3094.0,2402.0,0.0,2402.0,10.0,672.0,0.0,72.0,0.0,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Ex,10,5,1,2,0,2,1,2,3,Ex,TA,Gd,GLQ,ALQ,Attchd,Fin,TA,TA,NoAlley,Gd,2008.0,NoFence
92.0,12108.0,1955.0,1955.0,270.0,133.0,1307.0,1440.0,1440.0,0.0,1440.0,8.0,0.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,GasA,N,FuseF,Typ,Y,WD,Normal,90,TA,Fa,4,4,0,2,0,4,2,0,0,TA,TA,No,ALQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
52.0,6240.0,1930.0,1992.0,0.0,0.0,1078.0,1078.0,1128.0,445.0,1573.0,8.0,360.0,0.0,0.0,0.0,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,P,WD,Normal,50,TA,TA,5,7,0,2,0,3,1,1,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1930.0,NoFence
53.0,3922.0,2006.0,2007.0,72.0,0.0,1258.0,1258.0,1258.0,0.0,1258.0,6.0,648.0,144.0,16.0,0.0,RL,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,120,Ex,Gd,7,5,0,2,0,2,1,1,3,Ex,TA,Av,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2007.0,NoFence
70.0,8750.0,1994.0,1995.0,0.0,642.0,273.0,915.0,933.0,975.0,1908.0,8.0,493.0,144.0,133.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,4,1,1,2,Gd,TA,No,GLQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1994.0,NoFence
73.0,9855.0,1956.0,1956.0,0.0,0.0,1436.0,1436.0,1689.0,0.0,1689.0,7.0,480.0,0.0,0.0,0.0,RL,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,COD,Normal,20,Fa,TA,6,5,0,1,0,3,1,1,2,TA,TA,No,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,Gd,1956.0,MnPrv
137.0,16492.0,1966.0,2002.0,0.0,247.0,557.0,1517.0,1888.0,0.0,1888.0,6.0,578.0,0.0,0.0,0.0,RL,IR1,Lvl,Corner,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,Gd,TA,CBlock,GasA,Y,SBrkr,Mod,Y,WD,Normal,20,Ex,Gd,6,6,0,2,1,2,1,1,2,TA,TA,No,ALQ,Rec,Attchd,Fin,TA,TA,NoAlley,Gd,1966.0,NoFence
69.0,11214.0,1998.0,1999.0,0.0,0.0,930.0,930.0,956.0,930.0,1886.0,10.0,431.0,89.0,0.0,0.0,RL,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,Gd,7,5,0,2,1,4,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1998.0,NoFence
50.0,8600.0,1937.0,1950.0,0.0,0.0,780.0,780.0,780.0,596.0,1376.0,7.0,198.0,0.0,0.0,0.0,RM,Reg,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,N,WD,Normal,50,TA,TA,6,6,0,2,0,3,1,1,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1937.0,NoFence
50.0,6000.0,1948.0,2002.0,0.0,331.0,318.0,649.0,679.0,504.0,1183.0,6.0,308.0,0.0,176.0,0.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Ex,TA,3,7,0,1,1,2,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1981.0,NoFence
70.0,5684.0,1930.0,2005.0,0.0,0.0,813.0,813.0,813.0,0.0,813.0,5.0,270.0,0.0,113.0,0.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,Y,FuseA,Typ,N,WD,Normal,30,Ex,Gd,6,8,0,1,0,2,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,Fa,Fa,NoAlley,NoFireplace,1932.0,NoFence
62.0,70761.0,1975.0,1975.0,0.0,655.0,878.0,1533.0,1533.0,0.0,1533.0,5.0,576.0,200.0,54.0,0.0,RL,IR1,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,Gd,7,5,1,2,0,2,1,2,2,Gd,TA,Gd,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1975.0,NoFence
69.0,9303.0,1996.0,1997.0,42.0,742.0,130.0,872.0,888.0,868.0,1756.0,7.0,422.0,144.0,122.0,0.0,RL,IR1,Lvl,Corner,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,TA,6,5,1,2,1,3,1,0,2,Ex,TA,No,ALQ,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,1996.0,NoFence
75.0,9000.0,2008.0,2008.0,0.0,0.0,768.0,768.0,786.0,804.0,1590.0,6.0,676.0,0.0,30.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,8,5,0,2,1,3,1,0,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2008.0,NoFence
63.0,9297.0,1976.0,1976.0,0.0,1606.0,122.0,1728.0,1728.0,0.0,1728.0,8.0,560.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Family,90,TA,TA,5,5,2,2,0,4,2,0,2,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1976.0,NoFence
80.0,9600.0,1973.0,1973.0,320.0,916.0,326.0,1242.0,1242.0,0.0,1242.0,6.0,528.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Fa,TA,7,6,0,1,1,3,1,1,2,TA,TA,No,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1973.0,NoFence
34.0,4571.0,1916.0,1950.0,0.0,0.0,624.0,624.0,624.0,720.0,1344.0,7.0,513.0,0.0,0.0,96.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,GasA,N,SBrkr,Typ,Y,COD,Abnorml,70,Fa,TA,5,5,0,1,0,4,1,0,3,TA,TA,No,Unf,Unf,Detchd,Unf,Fa,Fa,Grvl,NoFireplace,1916.0,NoFence
69.0,53227.0,1954.0,1994.0,0.0,1116.0,248.0,1364.0,1663.0,0.0,1663.0,6.0,529.0,224.0,137.0,0.0,RL,IR1,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,20,Ex,Gd,4,6,1,1,0,2,1,2,2,Gd,TA,Gd,BLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,1954.0,NoFence
69.0,5100.0,1925.0,1996.0,0.0,0.0,588.0,588.0,833.0,833.0,1666.0,7.0,228.0,192.0,63.0,0.0,RM,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,TA,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,70,Fa,Gd,8,7,0,1,0,3,1,1,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,Grvl,Gd,1925.0,MnPrv
69.0,7015.0,1950.0,1950.0,161.0,185.0,524.0,709.0,979.0,224.0,1203.0,5.0,352.0,0.0,0.0,248.0,RL,IR1,Bnk,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,TA,Gd,5,4,1,1,0,3,1,1,1,TA,TA,No,LwQ,Unf,Detchd,Unf,TA,TA,NoAlley,TA,1950.0,NoFence
75.0,8004.0,2009.0,2009.0,110.0,544.0,288.0,832.0,832.0,1103.0,1935.0,8.0,552.0,0.0,150.0,0.0,FV,IR1,Lvl,Inside,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,60,Ex,TA,8,5,1,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,BuiltIn,Fin,TA,TA,NoAlley,NoFireplace,2009.0,NoFence
60.0,7200.0,1936.0,2007.0,0.0,350.0,0.0,560.0,575.0,560.0,1135.0,6.0,576.0,256.0,0.0,0.0,RL,Reg,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,70,Ex,Gd,7,9,1,1,0,3,1,0,2,Gd,Gd,No,ALQ,BLQ,Detchd,RFn,TA,TA,NoAlley,NoFireplace,1971.0,MnPrv
60.0,8281.0,1965.0,1965.0,0.0,553.0,0.0,864.0,864.0,0.0,864.0,5.0,360.0,0.0,0.0,236.0,RL,IR1,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,5,5,0,1,0,3,1,1,1,TA,TA,No,Rec,BLQ,Detchd,Unf,TA,TA,NoAlley,Po,1965.0,GdWo
74.0,11988.0,1934.0,1995.0,0.0,326.0,389.0,715.0,849.0,811.0,1660.0,6.0,240.0,0.0,0.0,0.0,RL,IR1,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Normal,70,Fa,TA,6,7,0,1,1,3,1,1,1,TA,TA,No,LwQ,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1939.0,NoFence
60.0,8430.0,1978.0,1978.0,136.0,616.0,424.0,1040.0,1040.0,0.0,1040.0,5.0,0.0,0.0,0.0,0.0,RL,Reg,HLS,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,5,0,2,0,3,1,0,0,Gd,TA,No,Rec,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
69.0,3072.0,2004.0,2004.0,18.0,0.0,1375.0,1375.0,1414.0,0.0,1414.0,6.0,398.0,144.0,20.0,0.0,RM,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Gd,7,5,0,2,0,2,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,2004.0,NoFence
85.0,10628.0,1970.0,1970.0,0.0,778.0,499.0,1277.0,1277.0,0.0,1277.0,5.0,526.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,7,5,1,1,0,2,1,1,2,TA,Gd,Gd,GLQ,Unf,Attchd,Unf,TA,TA,NoAlley,Po,1970.0,GdWo
79.0,9480.0,1942.0,1995.0,224.0,386.0,342.0,728.0,888.0,756.0,1644.0,7.0,312.0,168.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,70,Ex,Gd,5,7,0,1,1,3,1,2,1,TA,TA,No,LwQ,Unf,Attchd,Unf,TA,TA,NoAlley,Gd,1942.0,NoFence
98.0,11428.0,2006.0,2006.0,248.0,0.0,1626.0,1626.0,1634.0,0.0,1634.0,7.0,866.0,0.0,44.0,0.0,RL,IR1,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,8,5,0,2,0,3,1,1,3,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2006.0,NoFence
76.0,9291.0,1993.0,1993.0,120.0,426.0,406.0,832.0,832.0,878.0,1710.0,7.0,506.0,144.0,70.0,0.0,RL,IR1,Lvl,Corner,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,6,5,0,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1993.0,NoFence
69.0,6820.0,1985.0,1985.0,0.0,368.0,0.0,1488.0,1502.0,0.0,1502.0,4.0,528.0,0.0,54.0,0.0,RL,IR1,Lvl,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,TA,Gd,8,5,1,1,1,1,1,0,2,Gd,TA,Av,GLQ,BLQ,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1985.0,NoFence
92.0,11952.0,1977.0,1977.0,0.0,0.0,808.0,808.0,1161.0,808.0,1969.0,8.0,534.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,TA,7,6,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,1977.0,NoFence
35.0,3675.0,2005.0,2005.0,80.0,459.0,88.0,547.0,1072.0,0.0,1072.0,5.0,525.0,0.0,28.0,0.0,RM,Reg,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,180,Ex,TA,6,5,1,1,0,2,1,0,2,Gd,TA,Gd,GLQ,Unf,Basment,RFn,TA,TA,NoAlley,NoFireplace,2005.0,NoFence
110.0,14977.0,2006.0,2007.0,304.0,1350.0,626.0,1976.0,1976.0,0.0,1976.0,7.0,908.0,250.0,63.0,0.0,RL,IR1,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,8,5,1,2,0,2,1,1,3,Ex,TA,Gd,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Ex,2006.0,NoFence
41.0,5330.0,2000.0,2000.0,0.0,1196.0,298.0,1494.0,1652.0,0.0,1652.0,6.0,499.0,96.0,48.0,0.0,RL,Reg,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Ex,8,5,1,2,0,2,1,0,2,Gd,TA,Av,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2000.0,NoFence
80.0,8480.0,1963.0,1963.0,0.0,630.0,340.0,970.0,970.0,0.0,970.0,5.0,624.0,0.0,24.0,0.0,RL,Reg,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,6,1,1,0,2,1,0,2,TA,TA,No,GLQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1996.0,NoFence
75.0,13125.0,1997.0,1998.0,215.0,994.0,484.0,1478.0,1493.0,0.0,1493.0,7.0,508.0,140.0,39.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,6,5,1,2,0,3,1,1,2,Gd,TA,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1997.0,NoFence
105.0,13693.0,2006.0,2006.0,772.0,0.0,2153.0,2153.0,2069.0,574.0,2643.0,9.0,694.0,414.0,84.0,0.0,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Ex,9,5,0,2,1,3,1,1,3,Gd,TA,Av,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,Gd,2006.0,NoFence
79.0,10637.0,2007.0,2008.0,336.0,1288.0,417.0,1705.0,1718.0,0.0,1718.0,7.0,826.0,208.0,44.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,8,5,1,2,0,3,1,1,3,Ex,TA,Gd,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2007.0,NoFence
50.0,5925.0,1937.0,2000.0,435.0,168.0,739.0,907.0,1131.0,0.0,1131.0,7.0,672.0,0.0,72.0,0.0,RM,Reg,Bnk,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Alloca,30,TA,TA,4,7,0,1,0,2,1,0,2,Fa,TA,No,Rec,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1995.0,MnPrv
98.0,16033.0,2004.0,2005.0,378.0,1261.0,572.0,1833.0,1850.0,0.0,1850.0,8.0,772.0,519.0,112.0,0.0,RL,IR1,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,9,5,1,2,0,3,1,1,3,Ex,TA,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2004.0,NoFence
72.0,11846.0,2003.0,2004.0,562.0,1567.0,225.0,1792.0,1792.0,0.0,1792.0,6.0,874.0,206.0,49.0,0.0,RL,IR1,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Ex,9,5,1,2,0,2,1,1,3,Ex,TA,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2003.0,NoFence
50.0,2500.0,1915.0,2005.0,0.0,299.0,611.0,910.0,916.0,910.0,1826.0,7.0,164.0,0.0,0.0,0.0,RM,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,GasA,Y,SBrkr,Min2,Y,WD,Normal,70,Ex,Ex,7,8,1,1,1,4,1,1,1,TA,TA,No,ALQ,Unf,Attchd,Unf,Fa,Fa,Pave,Gd,1915.0,NoFence
32.0,4500.0,1998.0,1998.0,116.0,897.0,319.0,1216.0,1216.0,0.0,1216.0,5.0,402.0,0.0,125.0,0.0,RM,Reg,Lvl,FR2,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,TA,6,5,1,2,0,2,1,0,2,Ex,TA,No,GLQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1998.0,NoFence
69.0,7758.0,1962.0,2001.0,0.0,588.0,411.0,999.0,999.0,0.0,999.0,6.0,264.0,0.0,132.0,0.0,RL,IR1,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,5,7,1,1,0,3,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1963.0,NoFence
80.0,9600.0,1950.0,2007.0,0.0,607.0,506.0,1113.0,1113.0,0.0,1113.0,5.0,264.0,0.0,80.0,120.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,5,7,0,1,0,3,1,1,1,TA,TA,No,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,Gd,1950.0,NoFence
79.0,10289.0,1965.0,1965.0,168.0,836.0,237.0,1073.0,1073.0,0.0,1073.0,6.0,515.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,7,1,1,1,3,1,0,2,TA,TA,No,ALQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1965.0,NoFence
70.0,12243.0,1971.0,1971.0,0.0,998.0,486.0,1484.0,1484.0,0.0,1484.0,7.0,487.0,224.0,0.0,0.0,RL,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,5,6,0,2,0,3,1,1,2,Gd,TA,Av,ALQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1971.0,NoFence
